date,day_of_week,is_weekend,cone_size,flavor,temperature,daily_sales
2021-08-20,Friday,0,Medium,Chocolate,29.4,22
2021-08-20,Friday,0,Medium,Strawberry,29.4,21
2021-08-20,Friday,0,Large,Chocolate,29.4,17
2021-08-20,Friday,0,Large,Strawberry,29.4,11
2021-08-21,Saturday,1,Small,Chocolate,30.2,34
2021-08-21,Saturday,1,Small,Strawberry,30.2,0
2021-08-21,Saturday,1,Medium,Chocolate,30.2,32
2021-08-21,Saturday,1,Medium,Strawberry,30.2,28
2021-08-21,Saturday,1,Large,Chocolate,30.2,29
2021-08-21,Saturday,1,Large,Strawberry,30.2,19
2021-08-22,Sunday,1,Small,Chocolate,30.0,30
2021-08-22,Sunday,1,Small,Strawberry,30.0,25
2021-08-22,Sunday,1,Medium,Chocolate,30.0,20
2021-08-22,Sunday,1,Medium,Strawberry,30.0,17
2021-08-22,Sunday,1,Large,Chocolate,30.0,12
2021-08-22,Sunday,1,Large,Strawberry,30.0,11
2021-08-23,Monday,0,Small,Chocolate,26.7,32
2021-08-23,Monday,0,Small,Strawberry,26.7,27
2021-08-23,Monday,0,Medium,Chocolate,26.7,22
2021-08-23,Monday,0,Medium,Strawberry,26.7,19
2021-08-23,Monday,0,Large,Chocolate,26.7,11
2021-08-23,Monday,0,Large,Strawberry,26.7,10
2021-08-24,Tuesday,0,Small,Chocolate,29.1,35
2021-08-24,Tuesday,0,Small,Strawberry,29.1,29
2021-08-24,Tuesday,0,Medium,Chocolate,29.1,29
2021-08-24,Tuesday,0,Medium,Strawberry,29.1,25
2021-08-24,Tuesday,0,Large,Chocolate,29.1,17
2021-08-24,Tuesday,0,Large,Strawberry,29.1,16
2021-08-25,Wednesday,0,Small,Chocolate,26.2,0
2021-08-25,Wednesday,0,Small,Strawberry,26.2,20
2021-08-25,Wednesday,0,Medium,Chocolate,26.2,0
2021-08-25,Wednesday,0,Medium,Strawberry,26.2,0
2021-08-25,Wednesday,0,Large,Chocolate,26.2,12
2021-08-25,Wednesday,0,Large,Strawberry,26.2,9
2021-08-26,Thursday,0,Small,Chocolate,26.5,35
2021-08-26,Thursday,0,Small,Strawberry,26.5,27
2021-08-26,Thursday,0,Medium,Chocolate,26.5,28
2021-08-26,Thursday,0,Medium,Strawberry,26.5,21
2021-08-26,Thursday,0,Large,Chocolate,26.5,19
2021-08-26,Thursday,0,Large,Strawberry,26.5,14
2021-08-27,Friday,0,Small,Chocolate,26.8,25
2021-08-27,Friday,0,Small,Strawberry,26.8,21
2021-08-27,Friday,0,Medium,Chocolate,26.8,20
2021-08-27,Friday,0,Medium,Strawberry,26.8,18
2021-08-27,Friday,0,Large,Chocolate,26.8,18
2021-08-27,Friday,0,Large,Strawberry,26.8,16
2021-08-28,Saturday,1,Small,Chocolate,28.2,42
2021-08-28,Saturday,1,Small,Strawberry,28.2,36
2021-08-28,Saturday,1,Medium,Chocolate,28.2,34
2021-08-28,Saturday,1,Medium,Strawberry,28.2,28
2021-08-28,Saturday,1,Large,Chocolate,28.2,23
2021-08-28,Saturday,1,Large,Strawberry,28.2,18
2021-08-29,Sunday,1,Small,Chocolate,22.8,26
2021-08-29,Sunday,1,Small,Strawberry,22.8,23
2021-08-29,Sunday,1,Medium,Chocolate,22.8,26
2021-08-29,Sunday,1,Medium,Strawberry,22.8,16
2021-08-29,Sunday,1,Large,Chocolate,22.8,9
2021-08-29,Sunday,1,Large,Strawberry,22.8,11
2021-08-30,Monday,0,Small,Chocolate,28.9,36
2021-08-30,Monday,0,Small,Strawberry,28.9,33
2021-08-30,Monday,0,Medium,Chocolate,28.9,30
2021-08-30,Monday,0,Medium,Strawberry,28.9,25
2021-08-30,Monday,0,Large,Chocolate,28.9,25
2021-08-30,Monday,0,Large,Strawberry,28.9,13
2021-08-31,Tuesday,0,Small,Chocolate,27.2,31
2021-08-31,Tuesday,0,Small,Strawberry,27.2,24
2021-08-31,Tuesday,0,Medium,Chocolate,27.2,23
2021-08-31,Tuesday,0,Medium,Strawberry,27.2,18
2021-08-31,Tuesday,0,Large,Chocolate,27.2,15
2021-08-31,Tuesday,0,Large,Strawberry,27.2,11
2021-09-01,Wednesday,0,Small,Chocolate,27.8,26
2021-09-01,Wednesday,0,Small,Strawberry,27.8,20
2021-09-01,Wednesday,0,Medium,Chocolate,27.8,22
2021-09-01,Wednesday,0,Medium,Strawberry,27.8,16
2021-09-01,Wednesday,0,Large,Chocolate,27.8,9
2021-09-01,Wednesday,0,Large,Strawberry,27.8,13
2021-09-02,Thursday,0,Small,Chocolate,24.7,17
2021-09-02,Thursday,0,Small,Strawberry,24.7,18
2021-09-02,Thursday,0,Medium,Chocolate,24.7,10
2021-09-02,Thursday,0,Medium,Strawberry,24.7,18
2021-09-02,Thursday,0,Large,Chocolate,24.7,11
2021-09-02,Thursday,0,Large,Strawberry,24.7,8
2021-09-03,Friday,0,Small,Chocolate,26.3,27
2021-09-03,Friday,0,Small,Strawberry,26.3,23
2021-09-03,Friday,0,Medium,Chocolate,26.3,22
2021-09-03,Friday,0,Medium,Strawberry,26.3,17
2021-09-03,Friday,0,Large,Chocolate,26.3,13
2021-09-03,Friday,0,Large,Strawberry,26.3,10
2021-09-04,Saturday,1,Small,Chocolate,25.9,46
2021-09-04,Saturday,1,Small,Strawberry,25.9,31
2021-09-04,Saturday,1,Medium,Chocolate,25.9,37
2021-09-04,Saturday,1,Medium,Strawberry,25.9,29
2021-09-04,Saturday,1,Large,Chocolate,25.9,23
2021-09-04,Saturday,1,Large,Strawberry,25.9,18
2021-09-05,Sunday,1,Small,Chocolate,28.5,48
2021-09-05,Sunday,1,Small,Strawberry,28.5,41
2021-09-05,Sunday,1,Medium,Chocolate,28.5,37
2021-09-05,Sunday,1,Medium,Strawberry,28.5,29
2021-09-05,Sunday,1,Large,Chocolate,28.5,24
2021-09-05,Sunday,1,Large,Strawberry,28.5,22
2021-09-06,Monday,0,Small,Chocolate,28.1,32
2021-09-06,Monday,0,Small,Strawberry,28.1,26
2021-09-06,Monday,0,Medium,Chocolate,28.1,23
2021-09-06,Monday,0,Medium,Strawberry,28.1,20
2021-09-06,Monday,0,Large,Chocolate,28.1,17
2021-09-06,Monday,0,Large,Strawberry,28.1,14
2021-09-07,Tuesday,0,Small,Chocolate,28.4,32
2021-09-07,Tuesday,0,Small,Strawberry,28.4,28
2021-09-07,Tuesday,0,Medium,Chocolate,28.4,25
2021-09-07,Tuesday,0,Medium,Strawberry,28.4,19
2021-09-07,Tuesday,0,Large,Chocolate,28.4,16
2021-09-07,Tuesday,0,Large,Strawberry,28.4,11
2021-09-08,Wednesday,0,Small,Chocolate,24.6,19
2021-09-08,Wednesday,0,Small,Strawberry,24.6,16
2021-09-08,Wednesday,0,Medium,Chocolate,24.6,13
2021-09-08,Wednesday,0,Medium,Strawberry,24.6,14
2021-09-08,Wednesday,0,Large,Chocolate,24.6,10
2021-09-08,Wednesday,0,Large,Strawberry,24.6,7
2021-09-09,Thursday,0,Small,Chocolate,27.2,28
2021-09-09,Thursday,0,Small,Strawberry,27.2,24
2021-09-09,Thursday,0,Medium,Chocolate,27.2,23
2021-09-09,Thursday,0,Medium,Strawberry,27.2,18
2021-09-09,Thursday,0,Large,Chocolate,27.2,17
2021-09-09,Thursday,0,Large,Strawberry,27.2,12
2021-09-10,Friday,0,Small,Chocolate,25.3,15
2021-09-10,Friday,0,Small,Strawberry,25.3,8
2021-09-10,Friday,0,Medium,Chocolate,25.3,11
2021-09-10,Friday,0,Medium,Strawberry,25.3,9
2021-09-10,Friday,0,Large,Chocolate,25.3,9
2021-09-10,Friday,0,Large,Strawberry,25.3,3
2021-09-11,Saturday,1,Small,Chocolate,19.7,8
2021-09-11,Saturday,1,Small,Strawberry,19.7,6
2021-09-11,Saturday,1,Medium,Chocolate,19.7,4
2021-09-11,Saturday,1,Medium,Strawberry,19.7,2
2021-09-11,Saturday,1,Large,Chocolate,19.7,4
2021-09-11,Saturday,1,Large,Strawberry,19.7,0
2021-09-12,Sunday,1,Small,Chocolate,26.6,44
2021-09-12,Sunday,1,Small,Strawberry,26.6,40
2021-09-12,Sunday,1,Medium,Chocolate,26.6,34
2021-09-12,Sunday,1,Medium,Strawberry,26.6,26
2021-09-12,Sunday,1,Large,Chocolate,26.6,21
2021-09-12,Sunday,1,Large,Strawberry,26.6,14
2021-09-13,Monday,0,Small,Chocolate,24.2,17
2021-09-13,Monday,0,Small,Strawberry,24.2,15
2021-09-13,Monday,0,Medium,Chocolate,24.2,13
2021-09-13,Monday,0,Medium,Strawberry,24.2,14
2021-09-13,Monday,0,Large,Chocolate,24.2,9
2021-09-13,Monday,0,Large,Strawberry,24.2,7
2021-09-14,Tuesday,0,Small,Chocolate,24.8,24
2021-09-14,Tuesday,0,Small,Strawberry,24.8,16
2021-09-14,Tuesday,0,Medium,Chocolate,24.8,16
2021-09-14,Tuesday,0,Medium,Strawberry,24.8,14
2021-09-14,Tuesday,0,Large,Chocolate,24.8,9
2021-09-14,Tuesday,0,Large,Strawberry,24.8,7
2021-09-15,Wednesday,0,Small,Chocolate,24.4,25
2021-09-15,Wednesday,0,Small,Strawberry,24.4,20
2021-09-15,Wednesday,0,Medium,Chocolate,24.4,21
2021-09-15,Wednesday,0,Medium,Strawberry,24.4,15
2021-09-15,Wednesday,0,Large,Chocolate,24.4,13
2021-09-15,Wednesday,0,Large,Strawberry,24.4,10
2021-09-16,Thursday,0,Small,Chocolate,25.8,16
2021-09-16,Thursday,0,Small,Strawberry,25.8,0
2021-09-16,Thursday,0,Medium,Chocolate,25.8,20
2021-09-16,Thursday,0,Medium,Strawberry,25.8,15
2021-09-16,Thursday,0,Large,Chocolate,25.8,12
2021-09-16,Thursday,0,Large,Strawberry,25.8,11
2021-09-17,Friday,0,Small,Chocolate,25.4,23
2021-09-17,Friday,0,Small,Strawberry,25.4,19
2021-09-17,Friday,0,Medium,Chocolate,25.4,20
2021-09-17,Friday,0,Medium,Strawberry,25.4,18
2021-09-17,Friday,0,Large,Chocolate,25.4,12
2021-09-17,Friday,0,Large,Strawberry,25.4,9
2021-09-18,Saturday,1,Small,Chocolate,25.1,35
2021-09-18,Saturday,1,Small,Strawberry,25.1,26
2021-09-18,Saturday,1,Medium,Chocolate,25.1,29
2021-09-18,Saturday,1,Medium,Strawberry,25.1,22
2021-09-18,Saturday,1,Large,Chocolate,25.1,18
2021-09-18,Saturday,1,Large,Strawberry,25.1,15
2021-09-19,Sunday,1,Small,Chocolate,24.1,40
2021-09-19,Sunday,1,Small,Strawberry,24.1,32
2021-09-19,Sunday,1,Medium,Chocolate,24.1,32
2021-09-19,Sunday,1,Medium,Strawberry,24.1,23
2021-09-19,Sunday,1,Large,Chocolate,24.1,22
2021-09-19,Sunday,1,Large,Strawberry,24.1,16
2021-09-20,Monday,0,Small,Chocolate,26.3,16
2021-09-20,Monday,0,Small,Strawberry,26.3,17
2021-09-20,Monday,0,Medium,Chocolate,26.3,16
2021-09-20,Monday,0,Medium,Strawberry,26.3,11
2021-09-20,Monday,0,Large,Chocolate,26.3,8
2021-09-20,Monday,0,Large,Strawberry,26.3,10
2021-09-21,Tuesday,0,Small,Chocolate,22.5,18
2021-09-21,Tuesday,0,Small,Strawberry,22.5,17
2021-09-21,Tuesday,0,Medium,Chocolate,22.5,15
2021-09-21,Tuesday,0,Medium,Strawberry,22.5,14
2021-09-21,Tuesday,0,Large,Chocolate,22.5,9
2021-09-21,Tuesday,0,Large,Strawberry,22.5,8
2021-09-22,Wednesday,0,Small,Chocolate,24.9,19
2021-09-22,Wednesday,0,Small,Strawberry,24.9,13
2021-09-22,Wednesday,0,Medium,Chocolate,24.9,13
2021-09-22,Wednesday,0,Medium,Strawberry,24.9,9
2021-09-22,Wednesday,0,Large,Chocolate,24.9,4
2021-09-22,Wednesday,0,Large,Strawberry,24.9,7
2021-09-23,Thursday,0,Small,Chocolate,29.5,32
2021-09-23,Thursday,0,Small,Strawberry,29.5,26
2021-09-23,Thursday,0,Medium,Chocolate,29.5,26
2021-09-23,Thursday,0,Medium,Strawberry,29.5,22
2021-09-23,Thursday,0,Large,Chocolate,29.5,14
2021-09-23,Thursday,0,Large,Strawberry,29.5,16
2021-09-24,Friday,0,Small,Chocolate,26.0,29
2021-09-24,Friday,0,Small,Strawberry,26.0,23
2021-09-24,Friday,0,Medium,Chocolate,26.0,23
2021-09-24,Friday,0,Medium,Strawberry,26.0,19
2021-09-24,Friday,0,Large,Chocolate,26.0,13
2021-09-24,Friday,0,Large,Strawberry,26.0,10
2021-09-25,Saturday,1,Small,Chocolate,24.7,40
2021-09-25,Saturday,1,Small,Strawberry,24.7,32
2021-09-25,Saturday,1,Medium,Chocolate,24.7,34
2021-09-25,Saturday,1,Medium,Strawberry,24.7,28
2021-09-25,Saturday,1,Large,Chocolate,24.7,22
2021-09-25,Saturday,1,Large,Strawberry,24.7,18
2021-09-26,Sunday,1,Small,Chocolate,24.0,35
2021-09-26,Sunday,1,Small,Strawberry,24.0,30
2021-09-26,Sunday,1,Medium,Chocolate,24.0,30
2021-09-26,Sunday,1,Medium,Strawberry,24.0,22
2021-09-26,Sunday,1,Large,Chocolate,24.0,19
2021-09-26,Sunday,1,Large,Strawberry,24.0,19
2021-09-27,Monday,0,Small,Chocolate,24.4,19
2021-09-27,Monday,0,Small,Strawberry,24.4,16
2021-09-27,Monday,0,Medium,Chocolate,24.4,16
2021-09-27,Monday,0,Medium,Strawberry,24.4,13
2021-09-27,Monday,0,Large,Chocolate,24.4,13
2021-09-27,Monday,0,Large,Strawberry,24.4,10
2021-09-28,Tuesday,0,Small,Chocolate,22.0,15
2021-09-28,Tuesday,0,Small,Strawberry,22.0,13
2021-09-28,Tuesday,0,Medium,Chocolate,22.0,14
2021-09-28,Tuesday,0,Medium,Strawberry,22.0,7
2021-09-28,Tuesday,0,Large,Chocolate,22.0,5
2021-09-28,Tuesday,0,Large,Strawberry,22.0,3
2021-09-29,Wednesday,0,Small,Chocolate,23.7,22
2021-09-29,Wednesday,0,Small,Strawberry,23.7,17
2021-09-29,Wednesday,0,Medium,Chocolate,23.7,16
2021-09-29,Wednesday,0,Medium,Strawberry,23.7,13
2021-09-29,Wednesday,0,Large,Chocolate,23.7,9
2021-09-29,Wednesday,0,Large,Strawberry,23.7,12
2021-09-30,Thursday,0,Small,Chocolate,20.9,13
2021-09-30,Thursday,0,Small,Strawberry,20.9,7
2021-09-30,Thursday,0,Medium,Chocolate,20.9,6
2021-09-30,Thursday,0,Medium,Strawberry,20.9,5
2021-09-30,Thursday,0,Large,Chocolate,20.9,4
2021-09-30,Thursday,0,Large,Strawberry,20.9,6
2021-10-01,Friday,0,Small,Chocolate,19.6,1
2021-10-01,Friday,0,Small,Strawberry,19.6,3
2021-10-01,Friday,0,Medium,Chocolate,19.6,2
2021-10-01,Friday,0,Medium,Strawberry,19.6,4
2021-10-01,Friday,0,Large,Chocolate,19.6,0
2021-10-01,Friday,0,Large,Strawberry,19.6,2
2021-10-02,Saturday,1,Small,Chocolate,28.0,30
2021-10-02,Saturday,1,Small,Strawberry,28.0,23
2021-10-02,Saturday,1,Medium,Chocolate,28.0,24
2021-10-02,Saturday,1,Medium,Strawberry,28.0,19
2021-10-02,Saturday,1,Large,Chocolate,28.0,14
2021-10-02,Saturday,1,Large,Strawberry,28.0,13
2021-10-03,Sunday,1,Small,Chocolate,27.5,40
2021-10-03,Sunday,1,Small,Strawberry,27.5,29
2021-10-03,Sunday,1,Medium,Chocolate,27.5,29
2021-10-03,Sunday,1,Medium,Strawberry,27.5,26
2021-10-03,Sunday,1,Large,Chocolate,27.5,22
2021-10-03,Sunday,1,Large,Strawberry,27.5,17
2021-10-04,Monday,0,Small,Chocolate,23.1,14
2021-10-04,Monday,0,Small,Strawberry,23.1,15
2021-10-04,Monday,0,Medium,Chocolate,23.1,15
2021-10-04,Monday,0,Medium,Strawberry,23.1,10
2021-10-04,Monday,0,Large,Chocolate,23.1,7
2021-10-04,Monday,0,Large,Strawberry,23.1,7
2021-10-05,Tuesday,0,Small,Chocolate,22.8,20
2021-10-05,Tuesday,0,Small,Strawberry,22.8,12
2021-10-05,Tuesday,0,Medium,Chocolate,22.8,12
2021-10-05,Tuesday,0,Medium,Strawberry,22.8,9
2021-10-05,Tuesday,0,Large,Chocolate,22.8,9
2021-10-05,Tuesday,0,Large,Strawberry,22.8,6
2021-10-06,Wednesday,0,Small,Chocolate,22.3,21
2021-10-06,Wednesday,0,Small,Strawberry,22.3,13
2021-10-06,Wednesday,0,Medium,Chocolate,22.3,10
2021-10-06,Wednesday,0,Medium,Strawberry,22.3,13
2021-10-06,Wednesday,0,Large,Chocolate,22.3,7
2021-10-06,Wednesday,0,Large,Strawberry,22.3,9
2021-10-07,Thursday,0,Small,Chocolate,19.6,2
2021-10-07,Thursday,0,Small,Strawberry,19.6,5
2021-10-07,Thursday,0,Medium,Chocolate,19.6,3
2021-10-07,Thursday,0,Medium,Strawberry,19.6,1
2021-10-07,Thursday,0,Large,Chocolate,19.6,1
2021-10-07,Thursday,0,Large,Strawberry,19.6,3
2021-10-08,Friday,0,Small,Chocolate,23.6,25
2021-10-08,Friday,0,Small,Strawberry,23.6,14
2021-10-08,Friday,0,Medium,Chocolate,23.6,20
2021-10-08,Friday,0,Medium,Strawberry,23.6,14
2021-10-08,Friday,0,Large,Chocolate,23.6,9
2021-10-08,Friday,0,Large,Strawberry,23.6,6
2021-10-09,Saturday,1,Small,Chocolate,23.0,29
2021-10-09,Saturday,1,Small,Strawberry,23.0,27
2021-10-09,Saturday,1,Medium,Chocolate,23.0,20
2021-10-09,Saturday,1,Medium,Strawberry,23.0,19
2021-10-09,Saturday,1,Large,Chocolate,23.0,12
2021-10-09,Saturday,1,Large,Strawberry,23.0,13
2021-10-10,Sunday,1,Small,Chocolate,25.0,26
2021-10-10,Sunday,1,Small,Strawberry,25.0,25
2021-10-10,Sunday,1,Medium,Chocolate,25.0,25
2021-10-10,Sunday,1,Medium,Strawberry,25.0,21
2021-10-10,Sunday,1,Large,Chocolate,25.0,18
2021-10-10,Sunday,1,Large,Strawberry,25.0,10
2021-10-11,Monday,0,Small,Chocolate,24.6,23
2021-10-11,Monday,0,Small,Strawberry,24.6,22
2021-10-11,Monday,0,Medium,Chocolate,24.6,20
2021-10-11,Monday,0,Medium,Strawberry,24.6,17
2021-10-11,Monday,0,Large,Chocolate,24.6,14
2021-10-11,Monday,0,Large,Strawberry,24.6,10
2021-10-12,Tuesday,0,Small,Chocolate,21.8,10
2021-10-12,Tuesday,0,Small,Strawberry,21.8,8
2021-10-12,Tuesday,0,Medium,Chocolate,21.8,0
2021-10-12,Tuesday,0,Medium,Strawberry,21.8,5
2021-10-12,Tuesday,0,Large,Chocolate,21.8,7
2021-10-12,Tuesday,0,Large,Strawberry,21.8,6
2021-10-13,Wednesday,0,Small,Chocolate,19.6,7
2021-10-13,Wednesday,0,Small,Strawberry,19.6,1
2021-10-13,Wednesday,0,Medium,Chocolate,19.6,2
2021-10-13,Wednesday,0,Medium,Strawberry,19.6,4
2021-10-13,Wednesday,0,Large,Chocolate,19.6,4
2021-10-13,Wednesday,0,Large,Strawberry,19.6,1
2021-10-14,Thursday,0,Small,Chocolate,21.8,19
2021-10-14,Thursday,0,Small,Strawberry,21.8,15
2021-10-14,Thursday,0,Medium,Chocolate,21.8,12
2021-10-14,Thursday,0,Medium,Strawberry,21.8,8
2021-10-14,Thursday,0,Large,Chocolate,21.8,6
2021-10-14,Thursday,0,Large,Strawberry,21.8,7
2021-10-15,Friday,0,Small,Chocolate,23.7,25
2021-10-15,Friday,0,Small,Strawberry,23.7,17
2021-10-15,Friday,0,Medium,Chocolate,23.7,21
2021-10-15,Friday,0,Medium,Strawberry,23.7,13
2021-10-15,Friday,0,Large,Chocolate,23.7,11
2021-10-15,Friday,0,Large,Strawberry,23.7,10
2021-10-16,Saturday,1,Small,Chocolate,26.8,64
2021-10-16,Saturday,1,Small,Strawberry,26.8,51
2021-10-16,Saturday,1,Medium,Chocolate,26.8,51
2021-10-16,Saturday,1,Medium,Strawberry,26.8,43
2021-10-16,Saturday,1,Large,Chocolate,26.8,31
2021-10-16,Saturday,1,Large,Strawberry,26.8,30
2021-10-17,Sunday,1,Small,Chocolate,23.2,30
2021-10-17,Sunday,1,Small,Strawberry,23.2,24
2021-10-17,Sunday,1,Medium,Chocolate,23.2,24
2021-10-17,Sunday,1,Medium,Strawberry,23.2,17
2021-10-17,Sunday,1,Large,Chocolate,23.2,13
2021-10-17,Sunday,1,Large,Strawberry,23.2,9
2021-10-18,Monday,0,Small,Chocolate,23.5,22
2021-10-18,Monday,0,Small,Strawberry,23.5,20
2021-10-18,Monday,0,Medium,Chocolate,23.5,17
2021-10-18,Monday,0,Medium,Strawberry,23.5,15
2021-10-18,Monday,0,Large,Chocolate,23.5,8
2021-10-18,Monday,0,Large,Strawberry,23.5,8
2021-10-19,Tuesday,0,Small,Chocolate,24.0,22
2021-10-19,Tuesday,0,Small,Strawberry,24.0,18
2021-10-19,Tuesday,0,Medium,Chocolate,24.0,15
2021-10-19,Tuesday,0,Medium,Strawberry,24.0,14
2021-10-19,Tuesday,0,Large,Chocolate,24.0,13
2021-10-19,Tuesday,0,Large,Strawberry,24.0,10
2021-10-20,Wednesday,0,Small,Chocolate,23.5,18
2021-10-20,Wednesday,0,Small,Strawberry,23.5,13
2021-10-20,Wednesday,0,Medium,Chocolate,23.5,16
2021-10-20,Wednesday,0,Medium,Strawberry,23.5,13
2021-10-20,Wednesday,0,Large,Chocolate,23.5,10
2021-10-20,Wednesday,0,Large,Strawberry,23.5,6
2021-10-21,Thursday,0,Small,Chocolate,18.1,3
2021-10-21,Thursday,0,Small,Strawberry,18.1,2
2021-10-21,Thursday,0,Medium,Chocolate,18.1,5
2021-10-21,Thursday,0,Medium,Strawberry,18.1,2
2021-10-21,Thursday,0,Large,Chocolate,18.1,4
2021-10-21,Thursday,0,Large,Strawberry,18.1,3
2021-10-22,Friday,0,Small,Chocolate,23.7,16
2021-10-22,Friday,0,Small,Strawberry,23.7,11
2021-10-22,Friday,0,Medium,Chocolate,23.7,10
2021-10-22,Friday,0,Medium,Strawberry,23.7,9
2021-10-22,Friday,0,Large,Chocolate,23.7,3
2021-10-22,Friday,0,Large,Strawberry,23.7,6
2021-10-23,Saturday,1,Small,Chocolate,20.2,3
2021-10-23,Saturday,1,Small,Strawberry,20.2,7
2021-10-23,Saturday,1,Medium,Chocolate,20.2,3
2021-10-23,Saturday,1,Medium,Strawberry,20.2,7
2021-10-23,Saturday,1,Large,Chocolate,20.2,2
2021-10-23,Saturday,1,Large,Strawberry,20.2,0
2021-10-24,Sunday,1,Small,Chocolate,20.0,8
2021-10-24,Sunday,1,Small,Strawberry,20.0,5
2021-10-24,Sunday,1,Medium,Chocolate,20.0,7
2021-10-24,Sunday,1,Medium,Strawberry,20.0,6
2021-10-24,Sunday,1,Large,Chocolate,20.0,6
2021-10-24,Sunday,1,Large,Strawberry,20.0,6
2021-10-25,Monday,0,Small,Chocolate,21.4,7
2021-10-25,Monday,0,Small,Strawberry,21.4,7
2021-10-25,Monday,0,Medium,Chocolate,21.4,4
2021-10-25,Monday,0,Medium,Strawberry,21.4,3
2021-10-25,Monday,0,Large,Chocolate,21.4,4
2021-10-25,Monday,0,Large,Strawberry,21.4,3
2021-10-26,Tuesday,0,Small,Chocolate,22.1,11
2021-10-26,Tuesday,0,Small,Strawberry,22.1,7
2021-10-26,Tuesday,0,Medium,Chocolate,22.1,11
2021-10-26,Tuesday,0,Medium,Strawberry,22.1,0
2021-10-26,Tuesday,0,Large,Chocolate,22.1,2
2021-10-26,Tuesday,0,Large,Strawberry,22.1,3
2021-10-27,Wednesday,0,Small,Chocolate,19.0,4
2021-10-27,Wednesday,0,Small,Strawberry,19.0,1
2021-10-27,Wednesday,0,Medium,Chocolate,19.0,1
2021-10-27,Wednesday,0,Medium,Strawberry,19.0,1
2021-10-27,Wednesday,0,Large,Chocolate,19.0,2
2021-10-27,Wednesday,0,Large,Strawberry,19.0,2
2021-10-28,Thursday,0,Small,Chocolate,20.5,6
2021-10-28,Thursday,0,Small,Strawberry,20.5,5
2021-10-28,Thursday,0,Medium,Chocolate,20.5,9
2021-10-28,Thursday,0,Medium,Strawberry,20.5,7
2021-10-28,Thursday,0,Large,Chocolate,20.5,1
2021-10-28,Thursday,0,Large,Strawberry,20.5,4
2021-10-29,Friday,0,Small,Chocolate,23.5,15
2021-10-29,Friday,0,Small,Strawberry,23.5,14
2021-10-29,Friday,0,Medium,Chocolate,23.5,9
2021-10-29,Friday,0,Medium,Strawberry,23.5,7
2021-10-29,Friday,0,Large,Chocolate,23.5,9
2021-10-29,Friday,0,Large,Strawberry,23.5,6
2021-10-30,Saturday,1,Small,Chocolate,22.9,27
2021-10-30,Saturday,1,Small,Strawberry,22.9,19
2021-10-30,Saturday,1,Medium,Chocolate,22.9,23
2021-10-30,Saturday,1,Medium,Strawberry,22.9,19
2021-10-30,Saturday,1,Large,Chocolate,22.9,13
2021-10-30,Saturday,1,Large,Strawberry,22.9,11
2021-10-31,Sunday,1,Small,Chocolate,18.7,5
2021-10-31,Sunday,1,Small,Strawberry,18.7,3
2021-10-31,Sunday,1,Medium,Chocolate,18.7,6
2021-10-31,Sunday,1,Medium,Strawberry,18.7,2
2021-10-31,Sunday,1,Large,Chocolate,18.7,3
2021-10-31,Sunday,1,Large,Strawberry,18.7,0
2021-11-01,Monday,0,Small,Chocolate,21.6,13
2021-11-01,Monday,0,Small,Strawberry,21.6,9
2021-11-01,Monday,0,Medium,Chocolate,21.6,9
2021-11-01,Monday,0,Medium,Strawberry,21.6,9
2021-11-01,Monday,0,Large,Chocolate,21.6,5
2021-11-01,Monday,0,Large,Strawberry,21.6,2
2021-11-02,Tuesday,0,Small,Chocolate,25.1,29
2021-11-02,Tuesday,0,Small,Strawberry,25.1,27
2021-11-02,Tuesday,0,Medium,Chocolate,25.1,24
2021-11-02,Tuesday,0,Medium,Strawberry,25.1,21
2021-11-02,Tuesday,0,Large,Chocolate,25.1,0
2021-11-02,Tuesday,0,Large,Strawberry,25.1,12
2021-11-03,Wednesday,0,Small,Chocolate,20.0,2
2021-11-03,Wednesday,0,Small,Strawberry,20.0,2
2021-11-03,Wednesday,0,Medium,Chocolate,20.0,3
2021-11-03,Wednesday,0,Medium,Strawberry,20.0,1
2021-11-03,Wednesday,0,Large,Chocolate,20.0,3
2021-11-03,Wednesday,0,Large,Strawberry,20.0,4
2021-11-04,Thursday,0,Small,Chocolate,20.3,8
2021-11-04,Thursday,0,Small,Strawberry,20.3,6
2021-11-04,Thursday,0,Medium,Chocolate,20.3,5
2021-11-04,Thursday,0,Medium,Strawberry,20.3,6
2021-11-04,Thursday,0,Large,Chocolate,20.3,4
2021-11-04,Thursday,0,Large,Strawberry,20.3,0
2021-11-05,Friday,0,Small,Chocolate,23.1,21
2021-11-05,Friday,0,Small,Strawberry,23.1,18
2021-11-05,Friday,0,Medium,Chocolate,23.1,19
2021-11-05,Friday,0,Medium,Strawberry,23.1,14
2021-11-05,Friday,0,Large,Chocolate,23.1,0
2021-11-05,Friday,0,Large,Strawberry,23.1,14
2021-11-06,Saturday,1,Small,Chocolate,19.8,5
2021-11-06,Saturday,1,Small,Strawberry,19.8,5
2021-11-06,Saturday,1,Medium,Chocolate,19.8,3
2021-11-06,Saturday,1,Medium,Strawberry,19.8,6
2021-11-06,Saturday,1,Large,Chocolate,19.8,0
2021-11-06,Saturday,1,Large,Strawberry,19.8,3
2021-11-07,Sunday,1,Small,Chocolate,20.1,15
2021-11-07,Sunday,1,Small,Strawberry,20.1,7
2021-11-07,Sunday,1,Medium,Chocolate,20.1,7
2021-11-07,Sunday,1,Medium,Strawberry,20.1,9
